Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit (FAO),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"QCL","Cultures et produits animaux","202","Afrique du Sud","5510","Production","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","112537","","Donnée officielle"
"QCL","Cultures et produits animaux","202","Afrique du Sud","5510","Production","568","Melons, cantaloups","2017","2017","tonnes","20708","","Donnée officielle"
"QCL","Cultures et produits animaux","202","Afrique du Sud","5510","Production","568","Melons, cantaloups","2018","2018","tonnes","21247","","Donnée officielle"
"QCL","Cultures et produits animaux","202","Afrique du Sud","5510","Production","568","Melons, cantaloups","2019","2019","tonnes","15783","","Donnée officielle"
"QCL","Cultures et produits animaux","202","Afrique du Sud","5510","Production","600","Papayes","2017","2017","tonnes","13739","","Donnée officielle"
"QCL","Cultures et produits animaux","202","Afrique du Sud","5510","Production","600","Papayes","2018","2018","tonnes","12909","","Donnée officielle"
"QCL","Cultures et produits animaux","202","Afrique du Sud","5510","Production","600","Papayes","2019","2019","tonnes","10543","","Donnée officielle"
"QCL","Cultures et produits animaux","202","Afrique du Sud","5510","Production","567","Pastèques","2017","2017","tonnes","80416","","Donnée officielle"
"QCL","Cultures et produits animaux","202","Afrique du Sud","5510","Production","567","Pastèques","2018","2018","tonnes","75160","","Donnée officielle"
"QCL","Cultures et produits animaux","202","Afrique du Sud","5510","Production","567","Pastèques","2019","2019","tonnes","76007","","Donnée officielle"
"QCL","Cultures et produits animaux","3","Albanie","5510","Production","569","Figues","2017","2017","tonnes","20077","","Donnée officielle"
"QCL","Cultures et produits animaux","3","Albanie","5510","Production","569","Figues","2018","2018","tonnes","24448","","Donnée officielle"
"QCL","Cultures et produits animaux","3","Albanie","5510","Production","569","Figues","2019","2019","tonnes","22024","","Donnée officielle"
"QCL","Cultures et produits animaux","3","Albanie","5510","Production","568","Melons, cantaloups","2017","2017","tonnes","43654","","Donnée officielle"
"QCL","Cultures et produits animaux","3","Albanie","5510","Production","568","Melons, cantaloups","2018","2018","tonnes","41764","","Donnée officielle"
"QCL","Cultures et produits animaux","3","Albanie","5510","Production","568","Melons, cantaloups","2019","2019","tonnes","40713","","Donnée officielle"
"QCL","Cultures et produits animaux","3","Albanie","5510","Production","567","Pastèques","2017","2017","tonnes","252017","","Donnée officielle"
"QCL","Cultures et produits animaux","3","Albanie","5510","Production","567","Pastèques","2018","2018","tonnes","239533","","Donnée officielle"
"QCL","Cultures et produits animaux","3","Albanie","5510","Production","567","Pastèques","2019","2019","tonnes","259697","","Donnée officielle"
"QCL","Cultures et produits animaux","4","Algérie","5510","Production","486","Bananes","2017","2017","tonnes","242","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","4","Algérie","5510","Production","486","Bananes","2018","2018","tonnes","221","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","4","Algérie","5510","Production","486","Bananes","2019","2019","tonnes","243","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","4","Algérie","5510","Production","569","Figues","2017","2017","tonnes","128684","","Donnée officielle"
"QCL","Cultures et produits animaux","4","Algérie","5510","Production","569","Figues","2018","2018","tonnes","109214","","Donnée officielle"
"QCL","Cultures et produits animaux","4","Algérie","5510","Production","569","Figues","2019","2019","tonnes","114092","","Donnée officielle"
"QCL","Cultures et produits animaux","4","Algérie","5510","Production","567","Pastèques","2017","2017","tonnes","1891274","","Donnée officielle"
"QCL","Cultures et produits animaux","4","Algérie","5510","Production","567","Pastèques","2018","2018","tonnes","2095757","","Donnée officielle"
"QCL","Cultures et produits animaux","4","Algérie","5510","Production","567","Pastèques","2019","2019","tonnes","2206866","","Donnée officielle"
"QCL","Cultures et produits animaux","79","Allemagne","5510","Production","486","Bananes","2018","2018","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","79","Allemagne","5510","Production","486","Bananes","2019","2019","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","79","Allemagne","5510","Production","569","Figues","2018","2018","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","79","Allemagne","5510","Production","569","Figues","2019","2019","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","79","Allemagne","5510","Production","592","Kiwis","2017","2017","tonnes","","M","Donnée non disponible"
"QCL","Cultures et produits animaux","79","Allemagne","5510","Production","592","Kiwis","2018","2018","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","79","Allemagne","5510","Production","592","Kiwis","2019","2019","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","79","Allemagne","5510","Production","567","Pastèques","2018","2018","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","79","Allemagne","5510","Production","567","Pastèques","2019","2019","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","7","Angola","5510","Production","574","Ananas","2017","2017","tonnes","598036","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","7","Angola","5510","Production","574","Ananas","2018","2018","tonnes","597662","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","7","Angola","5510","Production","574","Ananas","2019","2019","tonnes","588021","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","7","Angola","5510","Production","486","Bananes","2017","2017","tonnes","3915948","","Donnée officielle"
"QCL","Cultures et produits animaux","7","Angola","5510","Production","486","Bananes","2018","2018","tonnes","3954036","","Donnée officielle"
"QCL","Cultures et produits animaux","7","Angola","5510","Production","486","Bananes","2019","2019","tonnes","4036959","","Donnée officielle"
"QCL","Cultures et produits animaux","8","Antigua-et-Barbuda","5510","Production","574","Ananas","2017","2017","tonnes","333","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","8","Antigua-et-Barbuda","5510","Production","574","Ananas","2018","2018","tonnes","303","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","8","Antigua-et-Barbuda","5510","Production","574","Ananas","2019","2019","tonnes","265","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","8","Antigua-et-Barbuda","5510","Production","486","Bananes","2017","2017","tonnes","204","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","8","Antigua-et-Barbuda","5510","Production","486","Bananes","2018","2018","tonnes","179","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","8","Antigua-et-Barbuda","5510","Production","486","Bananes","2019","2019","tonnes","150","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","8","Antigua-et-Barbuda","5510","Production","571","Mangues, mangoustans et goyaves","2017","2017","tonnes","1399","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","8","Antigua-et-Barbuda","5510","Production","571","Mangues, mangoustans et goyaves","2018","2018","tonnes","1400","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","8","Antigua-et-Barbuda","5510","Production","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","1400","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","8","Antigua-et-Barbuda","5510","Production","568","Melons, cantaloups","2017","2017","tonnes","805","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","8","Antigua-et-Barbuda","5510","Production","568","Melons, cantaloups","2018","2018","tonnes","729","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","8","Antigua-et-Barbuda","5510","Production","568","Melons, cantaloups","2019","2019","tonnes","645","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","194","Arabie saoudite","5510","Production","571","Mangues, mangoustans et goyaves","2018","2018","tonnes","77576","","Donnée officielle"
"QCL","Cultures et produits animaux","194","Arabie saoudite","5510","Production","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","86455","","Donnée officielle"
"QCL","Cultures et produits animaux","194","Arabie saoudite","5510","Production","568","Melons, cantaloups","2017","2017","tonnes","45051","","Donnée officielle"
"QCL","Cultures et produits animaux","194","Arabie saoudite","5510","Production","568","Melons, cantaloups","2018","2018","tonnes","46130","","Donnée officielle"
"QCL","Cultures et produits animaux","194","Arabie saoudite","5510","Production","568","Melons, cantaloups","2019","2019","tonnes","44947","","Donnée officielle"
"QCL","Cultures et produits animaux","194","Arabie saoudite","5510","Production","567","Pastèques","2017","2017","tonnes","606186","","Donnée officielle"
"QCL","Cultures et produits animaux","194","Arabie saoudite","5510","Production","567","Pastèques","2018","2018","tonnes","489432","","Donnée officielle"
"QCL","Cultures et produits animaux","194","Arabie saoudite","5510","Production","567","Pastèques","2019","2019","tonnes","687718","","Donnée officielle"
"QCL","Cultures et produits animaux","9","Argentine","5510","Production","574","Ananas","2017","2017","tonnes","3265","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","9","Argentine","5510","Production","574","Ananas","2018","2018","tonnes","3268","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","9","Argentine","5510","Production","574","Ananas","2019","2019","tonnes","3266","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","9","Argentine","5510","Production","486","Bananes","2017","2017","tonnes","176294","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","9","Argentine","5510","Production","486","Bananes","2018","2018","tonnes","176040","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","9","Argentine","5510","Production","486","Bananes","2019","2019","tonnes","176238","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","9","Argentine","5510","Production","569","Figues","2017","2017","tonnes","868","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","9","Argentine","5510","Production","569","Figues","2018","2018","tonnes","869","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","9","Argentine","5510","Production","569","Figues","2019","2019","tonnes","869","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","9","Argentine","5510","Production","571","Mangues, mangoustans et goyaves","2017","2017","tonnes","2195","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","9","Argentine","5510","Production","571","Mangues, mangoustans et goyaves","2018","2018","tonnes","2192","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","9","Argentine","5510","Production","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","2200","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","9","Argentine","5510","Production","568","Melons, cantaloups","2017","2017","tonnes","81436","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","9","Argentine","5510","Production","568","Melons, cantaloups","2018","2018","tonnes","81208","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","9","Argentine","5510","Production","568","Melons, cantaloups","2019","2019","tonnes","81286","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","9","Argentine","5510","Production","600","Papayes","2017","2017","tonnes","2207","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","9","Argentine","5510","Production","600","Papayes","2018","2018","tonnes","2201","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","9","Argentine","5510","Production","600","Papayes","2019","2019","tonnes","2204","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","9","Argentine","5510","Production","567","Pastèques","2017","2017","tonnes","126621","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","9","Argentine","5510","Production","567","Pastèques","2018","2018","tonnes","126793","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","9","Argentine","5510","Production","567","Pastèques","2019","2019","tonnes","126821","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","1","Arménie","5510","Production","569","Figues","2017","2017","tonnes","909","","Donnée officielle"
"QCL","Cultures et produits animaux","1","Arménie","5510","Production","569","Figues","2018","2018","tonnes","1227","","Donnée officielle"
"QCL","Cultures et produits animaux","1","Arménie","5510","Production","569","Figues","2019","2019","tonnes","1234","","Donnée officielle"
"QCL","Cultures et produits animaux","1","Arménie","5510","Production","567","Pastèques","2017","2017","tonnes","215807","","Donnée officielle"
"QCL","Cultures et produits animaux","1","Arménie","5510","Production","567","Pastèques","2018","2018","tonnes","126812","","Donnée officielle"
"QCL","Cultures et produits animaux","1","Arménie","5510","Production","567","Pastèques","2019","2019","tonnes","127962","","Donnée officielle"
"QCL","Cultures et produits animaux","10","Australie","5510","Production","574","Ananas","2017","2017","tonnes","85922","","Donnée officielle"
"QCL","Cultures et produits animaux","10","Australie","5510","Production","574","Ananas","2018","2018","tonnes","88660","","Donnée officielle"
"QCL","Cultures et produits animaux","10","Australie","5510","Production","574","Ananas","2019","2019","tonnes","86201","","Donnée officielle"
"QCL","Cultures et produits animaux","10","Australie","5510","Production","486","Bananes","2017","2017","tonnes","412972","","Donnée officielle"
"QCL","Cultures et produits animaux","10","Australie","5510","Production","486","Bananes","2018","2018","tonnes","373931","","Donnée officielle"
"QCL","Cultures et produits animaux","10","Australie","5510","Production","486","Bananes","2019","2019","tonnes","310160","","Donnée officielle"
"QCL","Cultures et produits animaux","10","Australie","5510","Production","569","Figues","2017","2017","tonnes","74","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","10","Australie","5510","Production","569","Figues","2018","2018","tonnes","71","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","10","Australie","5510","Production","569","Figues","2019","2019","tonnes","74","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","10","Australie","5510","Production","592","Kiwis","2017","2017","tonnes","2085","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","10","Australie","5510","Production","592","Kiwis","2018","2018","tonnes","2737","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","10","Australie","5510","Production","592","Kiwis","2019","2019","tonnes","2609","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","10","Australie","5510","Production","571","Mangues, mangoustans et goyaves","2017","2017","tonnes","43748","","Donnée officielle"
"QCL","Cultures et produits animaux","10","Australie","5510","Production","571","Mangues, mangoustans et goyaves","2018","2018","tonnes","56893","","Donnée officielle"
"QCL","Cultures et produits animaux","10","Australie","5510","Production","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","49594","","Donnée officielle"
"QCL","Cultures et produits animaux","10","Australie","5510","Production","568","Melons, cantaloups","2017","2017","tonnes","263528","","Donnée officielle"
"QCL","Cultures et produits animaux","10","Australie","5510","Production","568","Melons, cantaloups","2018","2018","tonnes","224672","","Donnée officielle"
"QCL","Cultures et produits animaux","10","Australie","5510","Production","568","Melons, cantaloups","2019","2019","tonnes","202135","","Donnée officielle"
"QCL","Cultures et produits animaux","10","Australie","5510","Production","600","Papayes","2017","2017","tonnes","6232","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","10","Australie","5510","Production","600","Papayes","2018","2018","tonnes","6316","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","10","Australie","5510","Production","600","Papayes","2019","2019","tonnes","6331","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","10","Australie","5510","Production","567","Pastèques","2017","2017","tonnes","165020","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","10","Australie","5510","Production","567","Pastèques","2018","2018","tonnes","165730","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","10","Australie","5510","Production","567","Pastèques","2019","2019","tonnes","164817","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","11","Autriche","5510","Production","486","Bananes","2018","2018","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","11","Autriche","5510","Production","486","Bananes","2019","2019","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","11","Autriche","5510","Production","569","Figues","2018","2018","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","11","Autriche","5510","Production","569","Figues","2019","2019","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","11","Autriche","5510","Production","568","Melons, cantaloups","2017","2017","tonnes","","M","Donnée non disponible"
"QCL","Cultures et produits animaux","11","Autriche","5510","Production","568","Melons, cantaloups","2018","2018","tonnes","1000","","Donnée officielle"
"QCL","Cultures et produits animaux","11","Autriche","5510","Production","567","Pastèques","2017","2017","tonnes","754","","Donnée officielle"
"QCL","Cultures et produits animaux","11","Autriche","5510","Production","567","Pastèques","2018","2018","tonnes","1003","","Donnée officielle"
"QCL","Cultures et produits animaux","11","Autriche","5510","Production","567","Pastèques","2019","2019","tonnes","1390","","Donnée officielle"
"QCL","Cultures et produits animaux","52","Azerbaïdjan","5510","Production","569","Figues","2017","2017","tonnes","9263","","Donnée officielle"
"QCL","Cultures et produits animaux","52","Azerbaïdjan","5510","Production","569","Figues","2018","2018","tonnes","11215","","Donnée officielle"
"QCL","Cultures et produits animaux","52","Azerbaïdjan","5510","Production","569","Figues","2019","2019","tonnes","12074","","Donnée officielle"
"QCL","Cultures et produits animaux","52","Azerbaïdjan","5510","Production","568","Melons, cantaloups","2017","2017","tonnes","102304","","Donnée officielle"
"QCL","Cultures et produits animaux","52","Azerbaïdjan","5510","Production","568","Melons, cantaloups","2018","2018","tonnes","94668","","Donnée officielle"
"QCL","Cultures et produits animaux","52","Azerbaïdjan","5510","Production","568","Melons, cantaloups","2019","2019","tonnes","97355","","Donnée officielle"
"QCL","Cultures et produits animaux","52","Azerbaïdjan","5510","Production","567","Pastèques","2017","2017","tonnes","335776","","Donnée officielle"
"QCL","Cultures et produits animaux","52","Azerbaïdjan","5510","Production","567","Pastèques","2018","2018","tonnes","307276","","Donnée officielle"
"QCL","Cultures et produits animaux","52","Azerbaïdjan","5510","Production","567","Pastèques","2019","2019","tonnes","350282","","Donnée officielle"
"QCL","Cultures et produits animaux","12","Bahamas","5510","Production","486","Bananes","2017","2017","tonnes","9917","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","12","Bahamas","5510","Production","486","Bananes","2018","2018","tonnes","9926","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","12","Bahamas","5510","Production","486","Bananes","2019","2019","tonnes","9940","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","12","Bahamas","5510","Production","571","Mangues, mangoustans et goyaves","2017","2017","tonnes","2573","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","12","Bahamas","5510","Production","571","Mangues, mangoustans et goyaves","2018","2018","tonnes","2597","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","12","Bahamas","5510","Production","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","2613","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","12","Bahamas","5510","Production","600","Papayes","2017","2017","tonnes","563","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","12","Bahamas","5510","Production","600","Papayes","2018","2018","tonnes","565","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","12","Bahamas","5510","Production","600","Papayes","2019","2019","tonnes","569","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","13","Bahreïn","5510","Production","486","Bananes","2017","2017","tonnes","1009","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","13","Bahreïn","5510","Production","486","Bananes","2018","2018","tonnes","1009","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","13","Bahreïn","5510","Production","486","Bananes","2019","2019","tonnes","1015","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","13","Bahreïn","5510","Production","568","Melons, cantaloups","2017","2017","tonnes","860","","Donnée officielle"
"QCL","Cultures et produits animaux","13","Bahreïn","5510","Production","568","Melons, cantaloups","2018","2018","tonnes","853","","Donnée officielle"
"QCL","Cultures et produits animaux","13","Bahreïn","5510","Production","568","Melons, cantaloups","2019","2019","tonnes","925","","Donnée officielle"
"QCL","Cultures et produits animaux","13","Bahreïn","5510","Production","567","Pastèques","2017","2017","tonnes","226","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","13","Bahreïn","5510","Production","567","Pastèques","2018","2018","tonnes","220","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","13","Bahreïn","5510","Production","567","Pastèques","2019","2019","tonnes","221","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","16","Bangladesh","5510","Production","574","Ananas","2017","2017","tonnes","211833","","Donnée officielle"
"QCL","Cultures et produits animaux","16","Bangladesh","5510","Production","574","Ananas","2018","2018","tonnes","208401","","Donnée officielle"
"QCL","Cultures et produits animaux","16","Bangladesh","5510","Production","574","Ananas","2019","2019","tonnes","217439","","Donnée officielle"
"QCL","Cultures et produits animaux","16","Bangladesh","5510","Production","486","Bananes","2017","2017","tonnes","807104","","Donnée officielle"
"QCL","Cultures et produits animaux","16","Bangladesh","5510","Production","486","Bananes","2018","2018","tonnes","810347","","Donnée officielle"
"QCL","Cultures et produits animaux","16","Bangladesh","5510","Production","486","Bananes","2019","2019","tonnes","833309","","Donnée officielle"
"QCL","Cultures et produits animaux","16","Bangladesh","5510","Production","571","Mangues, mangoustans et goyaves","2017","2017","tonnes","1517691","","Donnée officielle"
"QCL","Cultures et produits animaux","16","Bangladesh","5510","Production","571","Mangues, mangoustans et goyaves","2018","2018","tonnes","1407308","","Donnée officielle"
"QCL","Cultures et produits animaux","16","Bangladesh","5510","Production","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","1456331","","Donnée officielle"
"QCL","Cultures et produits animaux","16","Bangladesh","5510","Production","568","Melons, cantaloups","2017","2017","tonnes","254000","","Donnée officielle"
"QCL","Cultures et produits animaux","16","Bangladesh","5510","Production","568","Melons, cantaloups","2018","2018","tonnes","267694","","Donnée officielle"
"QCL","Cultures et produits animaux","16","Bangladesh","5510","Production","568","Melons, cantaloups","2019","2019","tonnes","228960","","Donnée officielle"
"QCL","Cultures et produits animaux","16","Bangladesh","5510","Production","600","Papayes","2017","2017","tonnes","134647","","Donnée officielle"
"QCL","Cultures et produits animaux","16","Bangladesh","5510","Production","600","Papayes","2018","2018","tonnes","131598","","Donnée officielle"
"QCL","Cultures et produits animaux","16","Bangladesh","5510","Production","600","Papayes","2019","2019","tonnes","135809","","Donnée officielle"
"QCL","Cultures et produits animaux","14","Barbade","5510","Production","486","Bananes","2017","2017","tonnes","992","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","14","Barbade","5510","Production","486","Bananes","2018","2018","tonnes","996","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","14","Barbade","5510","Production","486","Bananes","2019","2019","tonnes","998","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","14","Barbade","5510","Production","568","Melons, cantaloups","2017","2017","tonnes","414","","Donnée officielle"
"QCL","Cultures et produits animaux","14","Barbade","5510","Production","568","Melons, cantaloups","2018","2018","tonnes","683","","Donnée officielle"
"QCL","Cultures et produits animaux","14","Barbade","5510","Production","568","Melons, cantaloups","2019","2019","tonnes","517","","Donnée officielle"
"QCL","Cultures et produits animaux","57","Bélarus","5510","Production","567","Pastèques","2017","2017","tonnes","","M","Donnée non disponible"
"QCL","Cultures et produits animaux","57","Bélarus","5510","Production","567","Pastèques","2018","2018","tonnes","","M","Donnée non disponible"
"QCL","Cultures et produits animaux","57","Bélarus","5510","Production","567","Pastèques","2019","2019","tonnes","","M","Donnée non disponible"
"QCL","Cultures et produits animaux","255","Belgique","5510","Production","486","Bananes","2018","2018","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","255","Belgique","5510","Production","486","Bananes","2019","2019","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","255","Belgique","5510","Production","569","Figues","2018","2018","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","255","Belgique","5510","Production","569","Figues","2019","2019","tonnes","0","","Donnée officielle"
